VERSION,AGEUP,BURUP,ACCT,BUD_FUNCTION,BUD_SUBFCT,ACCOUNT_TITLE,AGENCY_TITLE,BUREAU_TITLE,PA_NARRATIVE,PN_NARRATIVE
PB21PF01,009,10,9911  ,550 - Health                                                          ,554 - Consumer and occupational health and safety                     ,009-10-9911   Salaries and Expenses,Department of Health and Human Services,Food and Drug Administration,"Buildings and facilitiesFor plans, construction, repair, improvement, extension, alteration, demolition, and purchase of fixed equipment or facilities of or used by the Food and Drug Administration, where not otherwise provided, $11,788,000 $13,788,000, to remain available until expended.","The Food and Drug Administration (FDA) promotes and protects public health by overseeing the safety, efficacy, quality, and security of human and veterinary drugs, biological products, medical devices, foods, cosmetics, and products that emit radiation. FDA also has responsibility for regulating the manufacturing, marketing, and distribution of tobacco products to protect public health and to reduce tobacco use by minors. FDA advances public health by helping to advance innovations that make medicines more effective, safe, and affordable and by helping the public get the accurate, science-based information they need to use medicines and foods to maintain and improve their health. FDA supports the Nation's counterterrorism capability by ensuring the security of the food supply and by fostering the development of medical products and countermeasures to respond to deliberate and naturally emerging public health threats. The FY 2021 Budget includes $6.2 billion in total resources for FDA. The Budget invests in priority activities such as artificial intelligence, regulation of cannabis and cannabis derivatives, modernizing influenza vaccines, food safety track and trace, and infrastructure."
PB21PF01,009,10,9911  ,550 - Health                                                          ,554 - Consumer and occupational health and safety                     ,009-10-9911   Salaries and Expenses,Department of Health and Human Services,Food and Drug Administration,"Salaries and expensesFor necessary expenses of the Food and Drug Administration, including hire and purchase of passenger motor vehicles; for payment of space rental and related costs pursuant to Public Law 92-313 for programs and activities of the Food and Drug Administration which are included in this Act; for rental of special purpose space in the District of Columbia or elsewhere; in addition to amounts appropriated to the FDA Innovation Account, for carrying out the activities described in section 1002(b)(4) of the 21st Century Cures Act (Public Law 114-255); for miscellaneous and emergency expenses of enforcement activities, authorized and approved by the Secretary and to be accounted for solely on the Secretary's certificate, not to exceed $25,000; and notwithstanding section 521 of Public Law 107-188; $5,772,442,000 $5,897,299,000: Provided, That of the amount provided under this heading, $1,074,714,000 $1,119,188,000 shall be derived from prescription drug user fees authorized by 21 U.S.C. 379h, and shall be credited to this account and remain available until expended; $220,142,000 $238,595,000 shall be derived from medical device user fees authorized by 21 U.S.C. 379j, and shall be credited to this account and remain available until expended; $513,223,000 $526,039,000 shall be derived from human generic drug user fees authorized by 21 U.S.C. 379j-42, and shall be credited to this account and remain available until expended; $41,923,000 $42,998,000 shall be derived from biosimilar biological product user fees authorized by 21 U.S.C. 379j-52, and shall be credited to this account and remain available until expended; $30,611,000 $31,306,000 shall be derived from animal drug user fees authorized by 21 U.S.C. 379j-12, and shall be credited to this account and remain available until expended; $20,151,000 $20,609,000 shall be derived from generic new animal drug user fees authorized by 21 U.S.C. 379j-21, and shall be credited to this account and remain available until expended; $712,000,000 shall be derived from tobacco product user fees authorized by 21 U.S.C. 387s, and shall be credited to this account and remain available until expended: Provided further, That in addition to and notwithstanding any other provision under this heading, amounts collected for prescription drug user fees, medical device user fees, human generic drug user fees, biosimilar biological product user fees, animal drug user fees, and generic new animal drug user fees that exceed the respective fiscal year 2020 2021 limitations are appropriated and shall be credited to this account and remain available until expended: Provided further, That fees derived from prescription drug, medical device, human generic drug, biosimilar biological product, animal drug, and generic new animal drug assessments for fiscal year 2020 2021, including any such fees collected prior to fiscal year 2020 2021 but credited for fiscal year 2020 2021, shall be subject to the fiscal year 2020 2021 limitations: Provided further, That the Secretary may accept payment during fiscal year 2020 2021 of user fees specified under this heading and authorized for fiscal year 2021 2022, prior to the due date for such fees, and that amounts of such fees assessed for fiscal year 2021 2022 for which the Secretary accepts payment in fiscal year 2020 2021 shall not be included in amounts under this heading: Provided further, That none of these funds shall be used to develop, establish, or operate any program of user fees authorized by 31 U.S.C. 9701: Provided further, That of the total amount appropriated: (1) $1,088,881,000 shall be for the Center for Food Safety and Applied Nutrition and related field activities in the Office of Regulatory Affairs, of which no less than $15,000,000 shall be used for inspections of foreign seafood manufacturers and field examinations of imported seafood; (2) $1,972,093,000 shall be for the Center for Drug Evaluation and Research and related field activities in the Office of Regulatory Affairs; (3) $419,302,000 shall be for the Center for Biologics Evaluation and Research and for related field activities in the Office of Regulatory Affairs; (4) $237,741,000 shall be for the Center for Veterinary Medicine and for related field activities in the Office of Regulatory Affairs; (5) $581,761,000 shall be for the Center for Devices and Radiological Health and for related field activities in the Office of Regulatory Affairs; (6) $66,712,000 shall be for the National Center for Toxicological Research; (7) $661,739,000 shall be for the Center for Tobacco Products and for related field activities in the Office of Regulatory Affairs; (8) $186,399,000 shall be for Rent and Related activities, of which $53,913,000 is for White Oak Consolidation, other than the amounts paid to the General Services Administration for rent; (9) $239,717,000 shall be for payments to the General Services Administration for rent; and (10) $318,097,000 shall be for other activities, including the Office of the Commissioner of Food and Drugs, the Office of Foods and Veterinary Medicine, the Office of Medical and Tobacco Products, the Office of Global and Regulatory Policy, the Office of Operations, the Office of the Chief Scientist, and central services for these offices: Provided further, That not to exceed $25,000 of this amount shall be for official reception and representation expenses, not otherwise provided for, as determined by the Commissioner: Provided further, That any transfer of funds pursuant to section 770(n) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 379dd(n)) shall only be from amounts made available under this heading for other activities: Provided further, That of the amounts that are made available under this heading for ""other activities"", and that are not derived from user fees, $1,500,000 shall be transferred to and merged with the appropriation for ""Department of Health and Human Services-Office of Inspector General"" for oversight of the programs and operations of the Food and Drug Administration and shall be in addition to funds otherwise made available for oversight of the Food and Drug Administration: Provided further, That funds may be transferred from one specified activity to another with the prior approval of notice to the Committees on Appropriations of both Houses of Congress.In addition, mammography user fees authorized by 42 U.S.C. 263b, export certification user fees authorized by 21 U.S.C. 381, priority review user fees authorized by 21 U.S.C. 360n and 360ff, food and feed recall fees, food reinspection fees, and voluntary qualified importer program fees authorized by 21 U.S.C. 379j-31, outsourcing facility fees authorized by 21 U.S.C. 379j-62, prescription drug wholesale distributor licensing and inspection fees authorized by 21 U.S.C. 353(e)(3), third-party logistics provider licensing and inspection fees authorized by 21 U.S.C. 360eee-3(c)(1), third-party auditor fees authorized by 21 U.S.C. 384d(c)(8), and medical countermeasure priority review voucher user fees authorized by 21 U.S.C. 360bbb-4a, and, contingent upon the enactment of the Over-the-Counter Monograph User Fee Act of 2019 2020, fees relating to over-the-counter monograph drugs authorized by part 10 of subchapter C of Chapter VII of the Federal Food, Drug and Cosmetic Act shall be credited to this account, to remain available until expended.","The Food and Drug Administration (FDA) promotes and protects public health by overseeing the safety, efficacy, quality, and security of human and veterinary drugs, biological products, medical devices, foods, cosmetics, and products that emit radiation. FDA also has responsibility for regulating the manufacturing, marketing, and distribution of tobacco products to protect public health and to reduce tobacco use by minors. FDA advances public health by helping to advance innovations that make medicines more effective, safe, and affordable and by helping the public get the accurate, science-based information they need to use medicines and foods to maintain and improve their health. FDA supports the Nation's counterterrorism capability by ensuring the security of the food supply and by fostering the development of medical products and countermeasures to respond to deliberate and naturally emerging public health threats. The FY 2021 Budget includes $6.2 billion in total resources for FDA. The Budget invests in priority activities such as artificial intelligence, regulation of cannabis and cannabis derivatives, modernizing influenza vaccines, food safety track and trace, and infrastructure."
PB21PF01,021,15,9911  ,400 - Transportation                                                  ,401 - Ground transportation                                           ,021-15-9911   Miscellaneous Appropriations,Department of Transportation,Federal Highway Administration,,"This consolidated schedule shows obligations and outlays of amounts appropriated from the General Fund for miscellaneous programs. The schedule reflects a Transportation Infrastructure Finance and Innovation Act (TIFIA) program upward re-estimate, and interest on the re-estimate of $135 million for 2019 and $80 million for 2020. The Moving Ahead for Progress in the 21st Century Act (MAP-21), enacted July 6, 2012, and the Fixing America's Surface Transportation (FAST) Act included the TIFIA program upward subsidy re-estimate with this account. The schedule also reflects a $19.9 million rescission enacted in the Department of Transportation Appropriations Act, 2020 (Public Law 116-94). No further discretionary appropriations are requested for 2021. A cancellation of $81.66 million of unobligated balances is proposed in 2021."
PB21PF01,505,00,9911  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,505-00-9911   Other Commissions and Boards,Other Commissions and Boards,Other Commissions and Boards,"commission for the preservation of america's heritage abroadsalaries and expensesFor necessary expenses for the Commission for the Preservation of America's Heritage Abroad, $675,000 $642,000, as authorized by chapter 3123 of title 54, United States Code: Provided, That the Commission may procure temporary, intermittent, and other services notwithstanding paragraph (3) of section 312304(b) of such chapter: Provided further, That such authority shall terminate on October 1, 2020 2021: Provided further, That the Commission shall notify the Committees on Appropriations prior to exercising such authority.","This account presents data on small independent commissions and other entities on a consolidated basis. It includes the request for the Commission for the Preservation of America's Heritage Abroad, which helps preserve cultural sites associated with the foreign heritage of Americans by identifying properties, negotiating U.S. agreements with foreign governments, and facilitating private restoration, preservation, and memorialization efforts. The request includes language needed to enable the Commission to meet its requirements for staff and professional assistance."
PB21PF01,505,00,9911  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,505-00-9911   Other Commissions and Boards,Other Commissions and Boards,Other Commissions and Boards,"Southeast crescent regional commissionFor expenses necessary for the Southeast Crescent Regional Commission in carrying out activities authorized by subtitle V of title 40, United States Code, $250,000, to remain available until expended.","This account presents data on small independent commissions and other entities on a consolidated basis. It includes the request for the Commission for the Preservation of America's Heritage Abroad, which helps preserve cultural sites associated with the foreign heritage of Americans by identifying properties, negotiating U.S. agreements with foreign governments, and facilitating private restoration, preservation, and memorialization efforts. The request includes language needed to enable the Commission to meet its requirements for staff and professional assistance."
PB21PF01,009,90,9912  ,550 - Health                                                          ,551 - Health care services                                            ,009-90-9912   General Departmental Management,Department of Health and Human Services,Departmental Management,"General departmental managementFor necessary expenses, not otherwise provided, for general departmental management, including hire of six passenger motor vehicles, and for carrying out titles III, XVII, XXI, and section 229 of the PHS Act, the United States-Mexico Border Health Commission Act, and research studies under section 1110 of the Social Security Act, $479,629,000 and to carry out health or human services research and evaluation activities, including such activities that are similar to activities carried out by other components of the Department, $347,105,000, together with $64,828,000 $73,840,000 from the amounts available under section 241 of the PHS Act to carry out national health or human services research and evaluation activities: Provided, That of this amount, $53,900,000 shall be for minority AIDS prevention and treatment activities: Provided further, That of the funds made available under this heading, $101,000,000 shall be for making competitive contracts and grants to public and private entities to fund medically accurate and age appropriate programs that reduce teen pregnancy and for the Federal costs associated with administering and evaluating such contracts and grants, of which not more than 10 percent of the available funds shall be for training and technical assistance, evaluation, outreach, and additional program support activities, and of the remaining amount 75 percent shall be for replicating programs that have been proven effective through rigorous evaluation to reduce teenage pregnancy, behavioral risk factors underlying teenage pregnancy, or other associated risk factors, and 25 percent shall be available for research and demonstration grants to develop, replicate, refine, and test additional models and innovative strategies for preventing teenage pregnancy: Provided further, That of the amounts provided under this heading from amounts available under section 241 of the PHS Act, $6,800,000 shall be available to carry out evaluations (including longitudinal evaluations) of teenage pregnancy prevention approaches: Provided further, That of the funds made available under this heading, $35,000,000 shall be for making competitive grants which exclusively implement education in sexual risk avoidance (defined as voluntarily refraining from non-marital sexual activity): Provided further, That funding for such competitive grants for sexual risk avoidance shall use medically accurate information referenced to peer-reviewed publications by educational, scientific, governmental, or health organizations; implement an evidence-based approach integrating research findings with practical implementation that aligns with the needs and desired outcomes for the intended audience; and teach the benefits associated with self-regulation, success sequencing for poverty prevention, healthy relationships, goal setting, and resisting sexual coercion, dating violence, and other youth risk behaviors such as underage drinking or illicit drug use without normalizing teen sexual activity: Provided further, That no more than 10 percent of the funding for such competitive grants for sexual risk avoidance shall be available for technical assistance and administrative costs of such programs: Provided further, That funds provided in this Act for embryo adoption activities may be used to provide to individuals adopting embryos, through grants and other mechanisms, medical and administrative services deemed necessary for such adoptions: Provided further, That such services shall be provided consistent with 42 CFR 59.5(a)(4): Provided further, That of the funds made available under this heading, $5,000,000 $2,000,000 shall be for carrying out prize competitions sponsored by the Office of the Secretary to accelerate innovation in the prevention, diagnosis, and treatment of kidney diseases (as authorized by section 24 of the Stevenson-Wydler Technology Innovation Act of 1980 (15 U.S.C. 3719)).","Note.--The reimbursable program (HCFAC) in the General Department Management (GDM) account reflects estimates of the allocation for 2021 . The actual allocation is determined annually.General Departmental Management (GDM) funds activities that provide leadership, policy, legal, and administrative guidance to HHS components and support research to develop policy initiatives and improve existing HHS programs. GDM also funds the activities of the Office of the Assistant Secretary for Health, including adolescent health, disease prevention and health promotion, physical fitness and sports, minority health, research integrity, women's health, and programs funded through the Prevention and Public Health Fund."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"office of the under secretary for natural resources and environmentFor necessary expenses of the Office of the Under Secretary for Natural Resources and Environment, $875,000: Provided, That funds made available by this Act to any agency in the Natural Resources and Environment mission area for salaries and expenses are available to fund up to one administrative support staff for the office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of codex alimentariusFor necessary expenses of the Office of Codex Alimentarius, $4,775,000 $4,817,000, including not to exceed $40,000 for official reception and representation expenses.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the assistant secretary for civil rightsFor necessary expenses of the Office of the Assistant Secretary for Civil Rights, $901,000 $914,000: Provided, That funds made available by this Act to an agency in the Civil Rights mission area for salaries and expenses are available to fund up to one administrative support staff for the Office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the under secretary for farm production and conservationFor necessary expenses of the Office of the Under Secretary for Farm Production and Conservation, $901,000$1,141,000: Provided, That funds made available by this Act to an agency in the Farm Production and Conservation mission area for salaries and expenses are available to fund up to one administrative support staff for the Office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the under secretary for food safetyFor necessary expenses of the Office of the Under Secretary for Food Safety, $800,000 $813,000: Provided, That funds made available by this Act to an agency in the Food Safety mission area for salaries and expenses are available to fund up to one administrative support staff for the Office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the under secretary for food, nutrition, and consumer servicesFor necessary expenses of the Office of the Under Secretary for Food, Nutrition, and Consumer Services, $800,000$813,000: Provided, That funds made available by this Act to an agency in the Food, Nutrition and Consumer Services mission area for salaries and expenses are available to fund up to one administrative support staff for the Office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the under secretary for marketing and regulatory programsFor necessary expenses of the Office of the Under Secretary for Marketing and Regulatory Programs, $800,000$914,000: Provided, That funds made available by this Act to an agency in the Marketing and Regulatory Programs mission area for salaries and expenses are available to fund up to one administrative support staff for the Office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the under secretary for research, education, and economicsFor necessary expenses of the Office of the Under Secretary for Research, Education, and Economics, $800,000$6,813,000: Provided, That funds made available by this Act to an agency in the Research, Education, and Economics mission area for salaries and expenses are available to fund up to one administrative support staff for the Office: Provided further, That of the amounts made available under this heading, $6,000,000 shall be available for the Office of the Chief Scientist.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the under secretary for rural developmentFor necessary expenses of the Office of the Under Secretary for Rural Development, $800,000 $1,036,000: Provided, That funds made available by this Act to an agency in the Rural Development mission area for salaries and expenses are available to fund up to one administrative support staff for the Office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Office of the under secretary for trade and foreign agricultural affairsFor necessary expenses of the Office of the Under Secretary for Trade and Foreign Agricultural Affairs, $875,000$891,000: Provided, That funds made available by this Act to any agency in the Trade and Foreign Agricultural Affairs mission area for salaries and expenses are available to fund up to one administrative support staff for the Office.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,03,9913  ,990 - Multiple functions                                              ,999 - Multiple functions                                              ,005-03-9913   Office of the Secretary,Department of Agriculture,Office of the Secretary,"Processing, Research, and MarketingOffice of the Secretary(including transfers of funds)For necessary expenses of the Office of the Secretary, $46,139,000 $47,836,000, of which not to exceed $5,051,000 $5,143,000 shall be available for the immediate Office of the Secretary; not to exceed $1,496,000 $1,336,000 shall be available for the Office of Homeland Security; not to exceed $6,211,000 $1,957,000 shall be available for the Office of Partnerships and Public Engagement, of which $1,500,000 shall be for 7 U.S.C. 2279(c)(5); not to exceed $22,251,000$28,084,000 shall be available for the Office of the Assistant Secretary for Administration, of which $21,376,000 $27,161,000 shall be available for Departmental Administration to provide for necessary expenses for management support services to offices of the Department and for general administration, security, repairs and alterations, and other miscellaneous supplies and expenses not otherwise provided for and necessary for the practical and efficient work of the Department: Provided, That funds made available by this Act to an agency in the Administration mission area for salaries and expenses are available to fund up to one administrative support staff for the Office; not to exceed $3,869,000 $3,941,000 shall be available for the Office of Assistant Secretary for Congressional Relations and Intergovernmental Affairs to carry out the programs funded by this Act, including programs involving intergovernmental affairs and liaison within the executive branch; and not to exceed $7,261,000 $7,411,000 shall be available for the Office of Communications: Provided further, That the Secretary of Agriculture is authorized to transfer funds appropriated for any office of the Office of the Secretary to any other office of the Office of the Secretary: Provided further, That no appropriation for any office shall be increased or decreased by more than 5 percent: Provided further, That not to exceed $22,000 of the amount made available under this paragraph for the immediate Office of the Secretary shall be available for official reception and representation expenses, not otherwise provided for, as determined by the Secretary: Provided further, That the amount made available under this heading for Departmental Administration shall be reimbursed from applicable appropriations in this Act for travel expenses incident to the holding of hearings as required by 5 U.S.C. 551-558: Provided further, That funds made available under this heading for the Office of the Assistant Secretary for Congressional Relations and Intergovernmental Affairs may be transferred to agencies of the Department of Agriculture funded by this Act to maintain personnel at the agency level: Provided further, That no funds made available under this heading for the Office of Assistant Secretary for Congressional Relations may be obligated after 30 days from the date of enactment of this Act, unless the Secretary has notified the Committees on Appropriations of both Houses of Congress on the allocation of these funds by USDA agency: Provided further, That of the funds made available under this heading, funding shall be made available to the Office of the Secretary to carry out the duties of the working group established under section 770 of the Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2019 (Public Law 116-6; 133 Stat. 89): Provided further, That during any 30 day notification period referenced in section 716 of this Act, the Secretary of Agriculture, the Secretary of Health and Human Services or the Chairman of the Commodity Futures Trading Commission, (as the case may be) shall take no action to begin implementation of the proposal or make any public announcement in any form.","The Office of the Secretary is responsible for the overall planning, coordination and administration of the Department's programs. This includes the Secretary, Deputy Secretary, Under Secretaries, Assistant Secretaries, and other related offices, who provide policy guidance for the Department; and provide liaison with the Executive Office of the President and Members of Congress.Disaster relief supplemental funding is also provided to the Office of the Secretary, as appropriated by the Congress in 2018 and 2019. These funds are in addition to other existing USDA programs designed to provide disaster assistance."
PB21PF01,005,04,9914  ,350 - Agriculture                                                     ,352 - Agricultural research and services                              ,005-04-9914   Executive Operations,Department of Agriculture,Executive Operations,"Executive operationsOffice of the chief economistFor necessary expenses of the Office of the Chief Economist, $24,013,000 $20,857,000, of which $8,000,000 $5,000,000 shall be for grants or cooperative agreements for policy research under 7 U.S.C. 3155.","The Office of the Chief Economist advises the Secretary of Agriculture on the economic implications of Department policies, programs and proposed legislation. The Office is a focal point for USDA's economic intelligence and analysis; projections related to agricultural commodity markets; risk assessment and cost-benefit analysis related to domestic and international food and agriculture; policy direction for renewable energy development; coordination, analysis and advice on climate adaptation and environmental market activities; and coordination and review of all commodity and aggregate agricultural and food-related data used to develop outlook and situation material within the Department. The 2021 Budget requests $20.9 million for the office.The Office of Hearings and Appeals (OHA) is responsible for conducting first and second-level administrative adjudications at USDA through fair, transparent, and consistent processes. Activities are carried out by three offices, the National Appeals Division (NAD), the Office of Administrative Law Judges (OALJ), and the Office of the Judicial Officer (OJO). NAD is responsible for listening to farmers and other rural program participants concerning their disputes with certain agencies within USDA through fair and impartial administrative hearings and appeals. OALJ and OJO (previously housed in Departmental Administration) are responsible for regulatory hearings and administrative proceedings. OHA was established in 2016 with the consolidation of the three offices. The 2021 Budget requests $15.5 million and reflects this realignment.The Office of Budget and Program Analysis (OBPA) coordinates the preparation of Departmental budget estimates, regulations, and legislative reports; administers systems for the allotment and apportionment of funds; provides analysis of USDA program issues, draft regulations, and budget proposals; participates in strategic planning; and provides assistance to USDA policy makers in the development and execution of desired policies and programs. The 2021 Budget requests $20.7 million.The Clinger-Cohen Act of 1996 required the establishment of a Chief Information Officer (CIO) for all major Federal agencies. The Act requires USDA to maximize the value of information technology acquisitions to improve the efficiency and effectiveness of USDA programs. To meet the intent of the law and to provide a Departmental focus for information resources management issues, Secretary's Memorandum 1030-30, dated August 8, 1996, established the Office of the Chief Information Office (OCIO). The CIO serves as the primary advisor to the Secretary on Information Technology (IT) issues. OCIO provides leadership for the Department's information and IT management activities in support of USDA program delivery. The 2021 Budget requests $142.8 million. The Office of the Chief Financial Officer (OCFO) was established in 1995 under authority provided in Reorganization Plan Number 2 of 1953 (7 U.S.C. 2201) to comply with the Chief Financial Officers Act of 1990. The OCFO focuses on the Department's financial management activities to improve program delivery and assure maximum contribution to the Secretary's Strategic Goals. The 2021 Budget requests $11.1 million. The Office of Civil Rights provides overall leadership for all Departmentwide civil rights activities, including employment opportunity and program non-discrimination policy development, analysis, coordination, and compliance. The Office provides leadership to implement best practices that will create an environment where a diverse workforce is valued as a source of strength. The Office monitors program activities to ensure that all USDA programs are delivered in a non-discriminatory manner. The 2021 Budget requests $20.6 million. The Office of the General Counsel of the Department of Agriculture provides legal advice, counsel, and services to the Secretary and to all agencies, offices, and corporations of the Department on all aspects of their operations and programs. It represents the Department in administrative proceedings; non-litigation debt collection proceedings; State water rights adjudications; proceedings before the Civilian Board of Contract Appeal, the Merit System Protection Board, the Equal Employment Opportunity Commission, the USDA Office of Administrative Law Judges, and other Federal agencies; and, in conjunction with the Department of Justice, in judicial proceedings and litigation in the Federal and State courts. All attorneys and support personnel devoted to those efforts are supervised by the General Counsel. The 2021 Budget requests $45.9 million.The Office of Ethics provides ethics advice, counsel and training to all USDA officials and employees, and conducts annual financial disclosure reviews. The work of the Office of Ethics promotes employee compliance with the Federal conflict of interest laws and regulations. The 2021 Budget requests $4.2 million.The Office of Information Affairs provides day to day oversight over the Department of Agriculture's Freedom of Information Act program, responding to the increasing number of complex records request for those Freedom of Information Act functions realigned to the Office of Information Affairs, creating Freedom of Information Act policy and training directives, and preparing all statutorily required reports. The 2021 Budget request $2.5 million. The Office of Safety, Security and Protection (OSSP) is responsible for facility security, emergency management and response. OSSP provides Department-wide leadership, policy, and management in the safeguarding of property and personnel. OSSP is committed to identifying and addressing all security risks that may affect USDA personnel, infrastructure, and facilities. The 2021 Budget requests $25 million.Under the Comprehensive Environmental Response, Compensation, and Liability Act and the Resource Conservation and Recovery Act, the Department must meet the same standards for environmental cleanup and regulatory compliance regarding hazardous wastes and hazardous substances as private businesses. With substantial commitments under these Acts, the Hazardous Materials Management account was established as a central fund so the Department's agencies may be reimbursed for their cleanup efforts. The Department determines what projects to fund by using objective criteria to identify what sites pose the greatest threats to public health, safety, and the environment. The 2021 Budget requests $3.5 million. "
